profile	owner_class	disposition	method	mode	signature	endpoint_source	compile_condition	authority_and_payload	delegate	replay_policy	protocol_constant	in_repo_references	rust_signature	replacement	executable_callers
fleet-subnet-root	canic-owned	role-command-variant	canic_fleet_subnet_root_draining_begin	update	canic_fleet_subnet_root_draining_begin : (FleetSubnetRootDrainingRequest) -> ( Result_15, );	crates/canic/src/macros/endpoints/root.rs:38	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::begin_fleet_subnet_root_draining(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_DRAINING_BEGIN	crates/canic-core/src/replay_policy/tests/endpoint.rs:399;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:236;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:195;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2314;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2336;crates/canic/tests/protocol_surface.rs:484;crates/canic/tests/protocol_surface.rs:485;crates/canic/tests/protocol_surface.rs:518	async fn canic_fleet_subnet_root_draining_begin( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootDrainingRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootDrainingResponse, ::canic::Error>	RootCommand::RemoveRoot	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:236;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:195;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2314;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2336
fleet-subnet-root	canic-owned	private-delete	canic_fleet_subnet_root_draining_inventory_finalize	update	canic_fleet_subnet_root_draining_inventory_finalize : ( FleetSubnetRootDrainingRequest, ) -> (Result_16);	crates/canic/src/macros/endpoints/root.rs:52	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::finalize_fleet_subnet_root_inventory(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_DRAINING_INVENTORY_FINALIZE	crates/canic-core/src/replay_policy/tests/endpoint.rs:407;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:95;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1337;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1363;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:196;crates/canic/tests/protocol_surface.rs:488;crates/canic/tests/protocol_surface.rs:489;crates/canic/tests/protocol_surface.rs:523	async fn canic_fleet_subnet_root_draining_inventory_finalize( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootFinalInventoryRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootFinalInventoryResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:95;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1337;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1363;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:196
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_draining_inventory_status	query	canic_fleet_subnet_root_draining_inventory_status : ( AuthoritySnapshotRequest, ) -> (Result_16) query;	crates/canic/src/macros/endpoints/root.rs:59	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_final_inventory_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_DRAINING_INVENTORY_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:411;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1375;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:197;crates/canic/tests/protocol_surface.rs:492;crates/canic/tests/protocol_surface.rs:493;crates/canic/tests/protocol_surface.rs:527	async fn canic_fleet_subnet_root_draining_inventory_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootFinalInventoryStatusRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootFinalInventoryResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1375;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:197
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_draining_status	query	canic_fleet_subnet_root_draining_status : (AuthoritySnapshotRequest) -> ( Result_15, ) query;	crates/canic/src/macros/endpoints/root.rs:45	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_draining_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_DRAINING_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:403;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1308;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:198;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2345;crates/canic/tests/protocol_surface.rs:496;crates/canic/tests/protocol_surface.rs:497;crates/canic/tests/protocol_surface.rs:520	async fn canic_fleet_subnet_root_draining_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootDrainingStatusRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootDrainingResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1308;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:198;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2345
fleet-subnet-root	canic-owned	private-delete	canic_fleet_subnet_root_removal_publish	update	canic_fleet_subnet_root_removal_publish : (FleetSubnetRootRemovalRequest) -> ( Result_17, );	crates/canic/src/macros/endpoints/root.rs:66	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::publish_fleet_subnet_root_removal(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_REMOVAL_PUBLISH	crates/canic-core/src/replay_policy/tests/endpoint.rs:415;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:105;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1394;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1410;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:198;crates/canic/tests/protocol_surface.rs:500;crates/canic/tests/protocol_surface.rs:501;crates/canic/tests/protocol_surface.rs:530	async fn canic_fleet_subnet_root_removal_publish( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootRemovalRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootRemovalPublicationResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:105;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1394;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1410;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:198
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_removal_status	query	canic_fleet_subnet_root_removal_status : (AuthoritySnapshotRequest) -> ( Result_17, ) query;	crates/canic/src/macros/endpoints/root.rs:73	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_removal_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_REMOVAL_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:419;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1419;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:199;crates/canic/tests/protocol_surface.rs:504;crates/canic/tests/protocol_surface.rs:505;crates/canic/tests/protocol_surface.rs:532	async fn canic_fleet_subnet_root_removal_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootRemovalStatusRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootRemovalPublicationResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1419;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:199
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_store_binding_finalization_status	query	canic_fleet_subnet_root_store_binding_finalization_status : ( AuthoritySnapshotRequest, ) -> (Result_18) query;	crates/canic/src/macros/endpoints/root.rs:101	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_store_binding_finalization_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_STORE_BINDING_FINALIZATION_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:493;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:204;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1581;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:200;crates/canic/tests/protocol_surface.rs:580;crates/canic/tests/protocol_surface.rs:581;crates/canic/tests/protocol_surface.rs:592	async fn canic_fleet_subnet_root_store_binding_finalization_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreBindingFinalizationStatusRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreBindingFinalizationResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:204;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1581;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:200
fleet-subnet-root	canic-owned	private-delete	canic_fleet_subnet_root_store_binding_finalize	update	canic_fleet_subnet_root_store_binding_finalize : ( FleetSubnetRootStoreBindingFinalizationRequest, ) -> (Result_18);	crates/canic/src/macros/endpoints/root.rs:94	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::finalize_fleet_subnet_root_store_binding(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_STORE_BINDING_FINALIZE	crates/canic-core/src/replay_policy/tests/endpoint.rs:489;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:125;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1547;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1569;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:201;crates/canic/tests/protocol_surface.rs:576;crates/canic/tests/protocol_surface.rs:577;crates/canic/tests/protocol_surface.rs:588	async fn canic_fleet_subnet_root_store_binding_finalize( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreBindingFinalizationRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreBindingFinalizationResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:125;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1547;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1569;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:201
fleet-subnet-root	canic-owned	private-delete	canic_fleet_subnet_root_store_delete	update	canic_fleet_subnet_root_store_delete : ( FleetSubnetRootStoreDeletionRequest, ) -> (Result_19);	crates/canic/src/macros/endpoints/root.rs:108	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::delete_fleet_subnet_root_store(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_STORE_DELETE	crates/canic-core/src/replay_policy/tests/endpoint.rs:511;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:135;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:212;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1620;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1655;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:201;crates/canic/tests/protocol_surface.rs:608;crates/canic/tests/protocol_surface.rs:609;crates/canic/tests/protocol_surface.rs:619	async fn canic_fleet_subnet_root_store_delete( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreDeletionRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreDeletionResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:135;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:212;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1620;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1655;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:201
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_store_deletion_status	query	canic_fleet_subnet_root_store_deletion_status : ( AuthoritySnapshotRequest, ) -> (Result_19) query;	crates/canic/src/macros/endpoints/root.rs:115	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_store_deletion_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_STORE_DELETION_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:515;crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:809;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1667;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:202;crates/canic/tests/protocol_surface.rs:612;crates/canic/tests/protocol_surface.rs:613;crates/canic/tests/protocol_surface.rs:622	async fn canic_fleet_subnet_root_store_deletion_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreDeletionStatusRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreDeletionResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:809;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1667;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:202
fleet-subnet-root	canic-owned	private-delete	canic_fleet_subnet_root_store_reclaim	update	canic_fleet_subnet_root_store_reclaim : ( FleetSubnetRootStoreReclamationRequest, ) -> (Result_20);	crates/canic/src/macros/endpoints/root.rs:80	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::reclaim_fleet_subnet_root_store(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_ROOT_STORE_RECLAIM	crates/canic-core/src/replay_policy/tests/endpoint.rs:423;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:115;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1446;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1485;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:202;crates/canic/tests/protocol_surface.rs:508;crates/canic/tests/protocol_surface.rs:509;crates/canic/tests/protocol_surface.rs:534	async fn canic_fleet_subnet_root_store_reclaim( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreReclamationRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreReclamationResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:115;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1446;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1485;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:202
fleet-subnet-root	canic-owned	role-status-variant	canic_fleet_subnet_root_store_reclamation_status	query	canic_fleet_subnet_root_store_reclamation_status : ( AuthoritySnapshotRequest, ) -> (Result_20) query;	crates/canic/src/macros/endpoints/root.rs:87	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::fleet_subnet_root_store_reclamation_status(request)	query_read_only	CANIC_FLEET_SUBNET_ROOT_STORE_RECLAMATION_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:427;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1497;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:203;crates/canic/tests/protocol_surface.rs:512;crates/canic/tests/protocol_surface.rs:513;crates/canic/tests/protocol_surface.rs:537	async fn canic_fleet_subnet_root_store_reclamation_status( request: ::canic::dto::fleet_subnet_root::FleetSubnetRootStoreReclamationStatusRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetRootStoreReclamationResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1497;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:203
fleet-subnet-root	canic-owned	role-command-variant	canic_fleet_subnet_wasm_store_adopt	update	canic_fleet_subnet_wasm_store_adopt : ( FleetSubnetWasmStoreAdoptionRequest, ) -> (Result_21);	crates/canic/src/macros/endpoints/root.rs:24	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::adopt_fleet_subnet_wasm_store(request).await	update_response_idempotent	CANIC_FLEET_SUBNET_WASM_STORE_ADOPT	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:113;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:15;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:186;crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:215;crates/canic-testing-internal/src/pic/canic.rs:197	async fn canic_fleet_subnet_wasm_store_adopt( request: ::canic::dto::fleet_subnet_root::FleetSubnetWasmStoreAdoptionRequest, ) -> Result<::canic::dto::fleet_subnet_root::FleetSubnetWasmStoreAdoptionResponse, ::canic::Error>	RootCommand::AdoptStore	crates/canic-host/src/install_root/fleet_subnet_root_store_bootstrap/mod.rs:215;crates/canic-testing-internal/src/pic/canic.rs:197
